rowname	Realm	Kingdom	Phylum	Class	Order	Family	Genus	Species
NODE_A446_length_1350_cov_122.534171_BlackFly12	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Plasmopara viticola lesion associated Partitivirus 4
NODE_A447_length_1037_cov_3.162500_BlackFly52	NA	NA	NA	NA	NA	NA	NA	Erysiphe necator associated ssRNA virus 9
NODE_A447_length_1607_cov_4.517647_BlackFly27	Riboviria	NA	NA	NA	NA	Polymycoviridae	Polymycovirus	Colletotrichum camelliae polymycovirus 1
NODE_A45_length_1573_cov_10.468583_BlackFly13	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 2
NODE_A452_length_1720_cov_4.395009_BlackFly14	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A455_length_1734_cov_5.598564_BlackFly3	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	NA	NA	NA
NODE_A458_length_1742_cov_43.584384_BlackFly34	NA	NA	NA	NA	NA	NA	NA	Magnaporthe oryzae polymycovirus 2
NODE_A459_length_1330_cov_3.023943_BlackFly36	Riboviria	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Banana streak UI virus
NODE_A46_length_2261_cov_8.910714_BlackFly58	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A46_length_3187_cov_1224.768167_BlackFly14	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	NA	Erysiphe necator associated chryso-like virus 2
NODE_A464_length_1220_cov_25.974628_BlackFly29	Riboviria	NA	NA	NA	NA	Polymycoviridae	Polymycovirus	Penicillium janthinellum polymycovirus 1
NODE_A466_length_1450_cov_8.583394_BlackFly28	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A468_length_1551_cov_138.033921_BlackFly39	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Fusarium mangiferae partitivirus 2
NODE_A469_length_1551_cov_14.052917_BlackFly39	NA	NA	NA	NA	NA	NA	NA	Magnaporthe oryzae polymycovirus 2
NODE_A469_length_1602_cov_7.198033_BlackFly31	NA	NA	NA	NA	NA	NA	NA	Magnaporthe oryzae polymycovirus 2
NODE_A47_length_1569_cov_16.015416_BlackFly13	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Plasmopara viticola lesion associated Partitivirus 1
NODE_A47_length_1911_cov_6.413304_BlackFly18	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A473_length_1730_cov_24933.350272_BlackFly34	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	NA
NODE_A476_length_1058_cov_3.800204_BlackFly18	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	NA	Budalangi Iflavi-like virus
NODE_A476_length_1224_cov_4.744551_BlackFly16	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	NA	NA	Cercospora beticola negative-stranded virus 1
NODE_A476_length_1713_cov_2.848411_BlackFly3	NA	NA	NA	NA	NA	NA	NA	Redbank virus
NODE_A48_length_1500_cov_4.070977_BlackFly41	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Xanthophyllomyces dendrorhous virus L1B
NODE_A483_length_1577_cov_3.307333_BlackFly31	Riboviria	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	NA	Erysiphe necator associated poty-like virus 3
NODE_A484_length_1706_cov_33.320442_BlackFly3	Riboviria	Orthornavirae	Negarnaviricota	Yunchangviricetes	Goujianvirales	Yueviridae	Yuyuevirus	Yuyuevirus beihaiense
NODE_A485_length_1575_cov_11.335113_BlackFly31	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 2
NODE_A49_length_1495_cov_18.748942_BlackFly41	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 2
NODE_A49_length_1557_cov_4.513514_BlackFly13	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Plasmopara viticola lesion associated Partitivirus 3
NODE_A49_length_2029_cov_29.100922_BlackFly24	NA	NA	NA	NA	NA	NA	NA	Magnaporthe oryzae polymycovirus 2
NODE_A492_length_1053_cov_6.642418_BlackFly18	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A492_length_1698_cov_8.944479_BlackFly3	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	NA	NA	Martellivirales sp.
NODE_A493_length_1561_cov_20.598383_BlackFly27	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 2
NODE_A495_length_1020_cov_7.295864_BlackFly38	Riboviria	Orthornavirae	Negarnaviricota	NA	NA	NA	NA	NA
NODE_A5_length_2211_cov_72.491097_BlackFly_NC_Jara_2	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Cypovirus	Dendrolimus punctatus cypovirus 22
NODE_A5_length_5036_cov_612.403481_BlackFly33	Monodnaviria	Shotokuvirae	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	NA	Phylloscopus fuscatus parvoviridae sp.
NODE_A50_length_1806_cov_6.036437_BlackFly11	NA	NA	NA	Naldaviricetes	Lefavirales	Nudiviridae	Alphanudivirus	Oryctes rhinoceros nudivirus
NODE_A50_length_1922_cov_3.815718_BlackFly7	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	NA	NA	NA
NODE_A504_length_1536_cov_4.911583_BlackFly39	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	NA	NA	Leptosphaerulina chartarum flexivirus 1
NODE_A509_length_1047_cov_51.915464_BlackFly32	Riboviria	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	Discoviridae	Orthodiscovirus	Orthodiscovirus iberiae
NODE_A509_length_1184_cov_2.948509_BlackFly29	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	NA
NODE_A51_length_1138_cov_16.384543_BlackFly_NC_Jara_2	NA	NA	NA	NA	NA	NA	NA	Hubei lepidoptera virus 4
NODE_A519_length_1521_cov_18.040166_BlackFly31	NA	NA	NA	NA	NA	NA	NA	Magnaporthe oryzae polymycovirus 2
NODE_A52_length_1879_cov_6.033851_BlackFly7	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	NA	NA	NA
NODE_A52_length_1931_cov_6.536138_BlackFly25	Riboviria	NA	NA	NA	NA	Polymycoviridae	Polymycovirus	Setosphaeria turcica polymycovirus 2
NODE_A52_length_2078_cov_6.565217_BlackFly58	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Lichen partiti-like RNA virus sp.
NODE_A520_length_1577_cov_116.734667_BlackFly23	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Plasmopara viticola lesion associated Partitivirus 3
NODE_A522_length_1349_cov_6.670597_BlackFly28	Riboviria	NA	NA	NA	NA	Polymycoviridae	Polymycovirus	NA
NODE_A526_length_1126_cov_1.605338_BlackFly57	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	Muscavirus	Musca hytrosavirus
NODE_A528_length_1195_cov_2.611807_BlackFly12	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A532_length_1663_cov_2.945145_BlackFly14	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A533_length_1498_cov_185.274455_BlackFly31	Riboviria	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	Discoviridae	Orthodiscovirus	Orthodiscovirus iberiae
NODE_A538_length_1488_cov_3.860383_BlackFly31	NA	NA	NA	NA	NA	NA	NA	Erysiphe necator associated mycovirus 1
NODE_A538_length_1583_cov_89.190571_BlackFly49	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 2
NODE_A54_length_3352_cov_11.989924_BlackFly59	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A540_length_1529_cov_18.853994_BlackFly27	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Erysiphe necator associated partitivirus 10
NODE_A544_length_1024_cov_147.915523_BlackFly32	Riboviria	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	Discoviridae	Orthodiscovirus	Orthodiscovirus iberiae
NODE_A548_length_1525_cov_9.573895_BlackFly27	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	NA
NODE_A55_length_2058_cov_5.357395_BlackFly58	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A55_length_2172_cov_13.295465_BlackFly46	NA	NA	NA	NA	NA	NA	NA	Magnaporthe oryzae polymycovirus 2
NODE_A551_length_1068_cov_8.683148_BlackFly59	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A552_length_1678_cov_1065.587133_BlackFly34	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Fusarium mangiferae partitivirus 2
NODE_A555_length_1124_cov_3.456543_BlackFly16	NA	NA	NA	NA	NA	NA	NA	Bradson virus
NODE_A557_length_1147_cov_4.039252_BlackFly12	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Colletotrichum gloeosporioides partitivirus 1
NODE_A559_length_1143_cov_16.606942_BlackFly12	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A56_length_1471_cov_1.934720_BlackFly13	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Erysiphe necator associated partitivirus 2
NODE_A56_length_2024_cov_3.367232_BlackFly58	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	Muscavirus	Musca hytrosavirus
NODE_A56_length_6286_cov_203.460139_BlackFly28	NA	NA	NA	NA	NA	NA	NA	Wuhan insect virus 30
NODE_A560_length_1646_cov_623.774379_BlackFly14	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	NA
NODE_A562_length_1542_cov_26.604096_BlackFly49	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 2
NODE_A563_length_1060_cov_9.757884_BlackFly59	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A566_length_1289_cov_3.839934_BlackFly28	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A57_length_1839_cov_8.573780_BlackFly24	Riboviria	Orthornavirae	Negarnaviricota	NA	NA	NA	NA	Erysiphe necator associated negative-stranded RNA virus 18
NODE_A57_length_2301_cov_6.491007_BlackFly53	NA	NA	NA	NA	NA	NA	NA	Erysiphe necator associated mycovirus 1
NODE_A5729_length_1087_cov_6.116832_BlackFly34	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus isariae
NODE_A58_length_1912_cov_6.498638_BlackFly58	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A58_length_2146_cov_5.352827_BlackFly46	Riboviria	Orthornavirae	Negarnaviricota	NA	NA	NA	NA	Erysiphe necator associated negative-stranded RNA virus 9
NODE_A58_length_3291_cov_4.505600_BlackFly42	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A582_length_1111_cov_1.933269_BlackFly12	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A582_length_1430_cov_46.433112_BlackFly31	Riboviria	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	Discoviridae	Orthodiscovirus	Orthodiscovirus iberiae
NODE_A584_length_1260_cov_3.568893_BlackFly28	Riboviria	Orthornavirae	Negarnaviricota	NA	NA	NA	NA	NA
NODE_A584_length_1659_cov_168.922882_BlackFly34	NA	NA	NA	NA	NA	NA	NA	Corynespora cassiicola bipartite mycovirus 1
NODE_A586_length_1519_cov_148.923024_BlackFly23	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 1
NODE_A588_length_1034_cov_2.075235_BlackFly59	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A59_length_1438_cov_283.516532_BlackFly13	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Plasmopara viticola lesion associated Partitivirus 4
NODE_A591_length_1416_cov_27802.443615_BlackFly31	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Alternaviridae	Alternavirus	Fusarium oxysporum alternavirus 1
NODE_A596_length_1609_cov_23.473238_BlackFly3	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	NA	NA	Martellivirales sp.
NODE_A597_length_1288_cov_13.418662_BlackFly19	Riboviria	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	Discoviridae	Orthodiscovirus	Orthodiscovirus hispaniae
NODE_A6_length_1989_cov_60.015167_BlackFly_NC_Jara_2	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A601_length_1620_cov_3.591704_BlackFly14	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A6093_length_1072_cov_4.558794_BlackFly34	NA	NA	NA	Naldaviricetes	Lefavirales	Nudiviridae	NA	Nilaparvata lugens endogenous nudivirus
NODE_A61_length_1799_cov_5.473868_BlackFly18	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A61_length_1871_cov_8.332776_BlackFly58	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A6167_length_1069_cov_7.525202_BlackFly34	Riboviria	Orthornavirae	Negarnaviricota	NA	NA	NA	NA	Erysiphe necator associated negative-stranded RNA virus 4
NODE_A617_length_1480_cov_4.873129_BlackFly39	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	NA	Vespa velutina associated ifla-like virus
NODE_A618_length_1590_cov_155.429610_BlackFly3	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Plasmopara viticola lesion associated Partitivirus 1
NODE_A622_length_1050_cov_4.890031_BlackFly12	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Colletotrichum gloeosporioides partitivirus 1
NODE_A626_length_1010_cov_11.085745_BlackFly59	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	Muscavirus	Musca hytrosavirus
NODE_A628_length_1045_cov_2.024793_BlackFly12	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A629_length_1391_cov_4.348554_BlackFly49	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 2
NODE_A63_length_1371_cov_4.190881_BlackFly13	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Fusarium equiseti partitivirus 1
NODE_A63_length_1937_cov_8.191398_BlackFly22	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus colletotrichi
NODE_A630_length_1007_cov_13.649462_BlackFly59	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A630_length_1374_cov_5.327679_BlackFly31	NA	NA	NA	NA	NA	NA	NA	Wheat associated vipovirus
NODE_A639_length_1030_cov_2.540399_BlackFly16	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A64_length_2082_cov_7.961097_BlackFly46	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Grapevine chrysovirus
NODE_A65_length_4023_cov_72.985555_BlackFly15	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A656_length_1172_cov_4.136073_BlackFly28	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A658_length_1008_cov_2.777658_BlackFly12	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A66_length_1344_cov_1.786898_BlackFly13	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus verticillii
NODE_A66_length_3934_cov_64.378533_BlackFly36	NA	NA	NA	NA	NA	NA	NA	Magnaporthe oryzae mymonavirus 1
NODE_A662_length_1015_cov_3.479744_BlackFly16	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Macrophomina phaseolina partitivirus 2
NODE_A67_length_1568_cov_6.042924_BlackFly47	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Plasmopara viticola lesion associated Partitivirus 1
NODE_A67_length_1809_cov_5.094111_BlackFly58	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A67_length_1883_cov_4.517719_BlackFly10	NA	NA	NA	NA	NA	NA	NA	Magnaporthe oryzae polymycovirus 2
NODE_A676_length_1537_cov_4.605479_BlackFly3	NA	NA	NA	NA	NA	NA	NA	Erysiphe necator associated mycovirus 1
NODE_A678_length_1624_cov_32.673562_BlackFly34	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Plasmopara viticola lesion associated Partitivirus 3
NODE_A68_length_1644_cov_12.787492_BlackFly18	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A68_length_1706_cov_2.337630_BlackFly7	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A68_length_1800_cov_6.702844_BlackFly58	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A68_length_4220_cov_8.471639_BlackFly3	NA	NA	NA	Naldaviricetes	Lefavirales	Nudiviridae	Alphanudivirus	Drosophila melanogaster nudivirus A
NODE_A684_length_1126_cov_5.015253_BlackFly28	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A69_length_2010_cov_14.809622_BlackFly38	Riboviria	NA	NA	NA	NA	Polymycoviridae	Polymycovirus	Setosphaeria turcica polymycovirus 1
NODE_A692_length_1527_cov_2.592414_BlackFly3	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	NA	NA	High Island virus
NODE_A6938_length_1042_cov_3.617617_BlackFly34	NA	NA	NA	NA	NA	NA	NA	Erysiphe necator associated mycovirus 1
NODE_A696_length_1268_cov_8.043661_BlackFly49	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A70_length_1325_cov_8.753205_BlackFly13	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	NA
NODE_A70_length_2082_cov_20.523691_BlackFly53	Riboviria	NA	NA	NA	NA	Polymycoviridae	Polymycovirus	Penicillum brevicompactum polymycovirus 1
NODE_A708_length_1089_cov_11.811265_BlackFly29	NA	NA	NA	NA	NA	NA	NA	Plasmopara viticola lesion associated polymycovirus 5
NODE_A71_length_2169_cov_9.959847_BlackFly35	NA	NA	NA	NA	NA	NA	NA	Soybean thrips jiivi-like virus 1
NODE_A72_length_1268_cov_2.916877_BlackFly13	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A72_length_1741_cov_3.585938_BlackFly58	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	Muscavirus	Musca hytrosavirus
NODE_A72_length_1763_cov_1.722420_BlackFly22	NA	NA	NA	NA	NA	NA	NA	Erysiphe necator associated mycovirus 1
NODE_A72_length_2384_cov_5.086259_BlackFly39	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	NA	NA	Leptosphaerulina chartarum flexivirus 1
NODE_A727_length_1216_cov_8.979807_BlackFly49	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A727_length_1608_cov_38.609406_BlackFly34	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Curvulaviridae	Orthocurvulavirus	Trichoderma harzianum orthocurvulavirus 1
NODE_A729_length_1261_cov_2.750845_BlackFly31	Riboviria	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	Discoviridae	Orthodiscovirus	Orthodiscovirus iberiae
NODE_A74_length_2136_cov_7.474502_BlackFly35	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Poaceae Liege alphachrysovirus 3
NODE_A74_length_2658_cov_4.997288_BlackFly34	NA	NA	NA	NA	NA	NA	NA	Wenling picorna-like virus 9
NODE_A742_length_1073_cov_2.592369_BlackFly29	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Hypoviridae	Alphahypovirus	Alphahypovirus alternariae
NODE_A747_length_1243_cov_8.493139_BlackFly31	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A75_length_1615_cov_9.231469_BlackFly18	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A753_length_1068_cov_3.153380_BlackFly29	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Hypoviridae	Alphahypovirus	Alphahypovirus alternariae
NODE_A756_length_1053_cov_2.394467_BlackFly28	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A759_length_1148_cov_4.226891_BlackFly36	NA	NA	NA	NA	NA	NA	NA	Magnaporthe oryzae polymycovirus 2
NODE_A76_length_1609_cov_57.654700_BlackFly7	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Curvulaviridae	Orthocurvulavirus	Trichoderma harzianum orthocurvulavirus 1
NODE_A768_length_1415_cov_2.390882_BlackFly39	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Triatovirus	Black queen cell virus
NODE_A77_length_2018_cov_686.568264_BlackFly53	NA	NA	NA	NA	NA	NA	NA	Aedes alboannulatus orthomyxo-like virus
NODE_A78_length_2300_cov_4.003599_BlackFly39	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	NA	NA	Leptosphaerulina chartarum flexivirus 1
NODE_A7830_length_1015_cov_2.500000_BlackFly34	Riboviria	Orthornavirae	Negarnaviricota	NA	NA	NA	NA	NA
NODE_A785_length_1476_cov_7.555397_BlackFly3	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Plasmopara viticola lesion associated Partitivirus 3
NODE_A79_length_1593_cov_16.267810_BlackFly9	NA	NA	NA	NA	NA	NA	NA	Shuangao alphatetra-like virus 1
NODE_A79_length_1667_cov_4.283019_BlackFly22	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Penicillimonavirus	Penicillimonavirus epsilonplasmoparae
NODE_A79_length_2199_cov_7.816682_BlackFly44	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Betapartitivirus	Ceratocystis resinifera virus 1
NODE_A799_length_1118_cov_6.789625_BlackFly49	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	NA
NODE_A80_length_1656_cov_3.470551_BlackFly58	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	NA
NODE_A806_length_1188_cov_11.734473_BlackFly31	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
